Nodo: 309277975, Data: {'y': 4.0605508, 'x': -73.4289254, 'street_count': 3}
Nodo: 5667765651, Data: {'y': 4.0991425, 'x': -73.6395107, 'street_count': 3}
Nodo: 5667765654, Data: {'y': 4.0978276, 'x': -73.6398691, 'street_count': 4}
Nodo: 5667765657, Data: {'y': 4.0977366, 'x': -73.6406144, 'street_count': 3}
Nodo: 5667765659, Data: {'y': 4.0981694, 'x': -73.6398547, 'street_count': 4}
Nodo: 5667765660, Data: {'y': 4.0980574, 'x': -73.640665, 'highway': 'crossing', 'street_count': 4}
Nodo: 5667765661, Data: {'y': 4.0976847, 'x': -73.6419301, 'street_count': 3}
Nodo: 5667765662, Data: {'y': 4.097599, 'x': -73.6413727, 'street_count': 3}
Nodo: 5667765663, Data: {'y': 4.0979667, 'x': -73.6433396, 'street_count': 3}
Nodo: 5667765664, Data: {'y': 4.0980576, 'x': -73.6437044, 'street_count': 3}
Nodo: 5667765666, Data: {'y': 4.0971921, 'x': -73.6426463, 'street_count': 1}
Nodo: 5667765675, Data: {'y': 4.0972106, 'x': -73.6453136, 'street_count': 3}
Nodo: 5667765676, Data: {'y': 4.0976134, 'x': -73.6455771, 'street_count': 3}
Nodo: 5667765679, Data: {'y': 4.0980103, 'x': -73.645701, 'street_count': 3}
Nodo: 5667765680, Data: {'y': 4.0988742, 'x': -73.6456606, 'street_count': 3}
Nodo: 5667765681, Data: {'y': 4.0980995, 'x': -73.6453877, 'street_count': 3}
Nodo: 5667765682, Data: {'y': 4.0987694, 'x': -73.6453482, 'street_count': 3}
Nodo: 5667765683, Data: {'y': 4.0982854, 'x': -73.6445776, 'street_count': 3}
Nodo: 5667765687, Data: {'y': 4.0989616, 'x': -73.6459821, 'street_count': 3}
Nodo: 5667765688, Data: {'y': 4.0978782, 'x': -73.6460213, 'street_count': 4}
Nodo: 5667765689, Data: {'y': 4.0987573, 'x': -73.6429883, 'street_count': 1}
Nodo: 5667765690, Data: {'y': 4.0985333, 'x': -73.6438098, 'street_count': 3}
Nodo: 5667765699, Data: {'y': 4.1006053, 'x': -73.6455628, 'street_count': 3}
Nodo: 5667765705, Data: {'y': 4.1003565, 'x': -73.6477197, 'street_count': 3}
Nodo: 5667765707, Data: {'y': 4.0976523, 'x': -73.646054, 'street_count': 3}
Nodo: 5667765708, Data: {'y': 4.0980871, 'x': -73.6476368, 'street_count': 1}
Nodo: 5667765709, Data: {'y': 4.0993099, 'x': -73.6292145, 'street_count': 3}
Nodo: 5667765710, Data: {'y': 4.0995796, 'x': -73.6293923, 'street_count': 3}
Nodo: 5667765715, Data: {'y': 4.1006658, 'x': -73.6287977, 'street_count': 3}
Nodo: 5667765716, Data: {'y': 4.1002327, 'x': -73.6287228, 'street_count': 3}
Nodo: 5667765717, Data: {'y': 4.1009114, 'x': -73.6308801, 'street_count': 3}
Nodo: 5667765838, Data: {'y': 4.1053132, 'x': -73.6170861, 'street_count': 3}
Nodo: 5667765839, Data: {'y': 4.1051232, 'x': -73.6234359, 'street_count': 3}
Nodo: 5667765840, Data: {'y': 4.104874, 'x': -73.6237118, 'street_count': 3}
Nodo: 5667765842, Data: {'y': 4.0993165, 'x': -73.6117699, 'street_count': 3}
Nodo: 5667765843, Data: {'y': 4.0997981, 'x': -73.6107599, 'street_count': 3}
Nodo: 5667765857, Data: {'y': 4.0943273, 'x': -73.613363, 'street_count': 1}
Nodo: 5667765861, Data: {'y': 4.0950086, 'x': -73.6146635, 'street_count': 3}
Nodo: 5667765864, Data: {'y': 4.093755, 'x': -73.5989156, 'street_count': 4}
Nodo: 5667765865, Data: {'y': 4.0928687, 'x': -73.5988025, 'street_count': 3}
Nodo: 5667765866, Data: {'y': 4.0926909, 'x': -73.6001399, 'street_count': 1}
Nodo: 5667765867, Data: {'y': 4.0936443, 'x': -73.599802, 'street_count': 3}
Nodo: 5667765868, Data: {'y': 4.0951644, 'x': -73.6000112, 'street_count': 4}
Nodo: 5667765869, Data: {'y': 4.0935662, 'x': -73.6004337, 'street_count': 3}
Nodo: 5667765870, Data: {'y': 4.095093, 'x': -73.6006302, 'street_count': 3}
Nodo: 5667765871, Data: {'y': 4.095293, 'x': -73.5991169, 'street_count': 4}
Nodo: 5667765872, Data: {'y': 4.0949984, 'x': -73.6013563, 'street_count': 1}
Nodo: 5667765873, Data: {'y': 4.0969367, 'x': -73.5984528, 'street_count': 1}
Nodo: 5667765874, Data: {'y': 4.0966584, 'x': -73.5993004, 'street_count': 1}
Nodo: 5667765875, Data: {'y': 4.0919674, 'x': -73.5986862, 'street_count': 3}
Nodo: 5667765876, Data: {'y': 4.0918334, 'x': -73.5997926, 'street_count': 1}
Nodo: 5667765878, Data: {'y': 4.0938789, 'x': -73.5980387, 'street_count': 4}
Nodo: 5667765879, Data: {'y': 4.0802316, 'x': -73.609289, 'street_count': 1}
Nodo: 5667765881, Data: {'y': 4.0838542, 'x': -73.6124753, 'street_count': 3}
Nodo: 5667765883, Data: {'y': 4.0838079, 'x': -73.6129184, 'street_count': 3}
Nodo: 5667765884, Data: {'y': 4.0858981, 'x': -73.6147633, 'street_count': 3}
Nodo: 5667765885, Data: {'y': 4.0858433, 'x': -73.6154775, 'street_count': 3}
Nodo: 5667765886, Data: {'y': 4.0783722, 'x': -73.6176467, 'street_count': 1}
Nodo: 5667765887, Data: {'y': 4.0790254, 'x': -73.6180707, 'street_count': 3}
Nodo: 5667765888, Data: {'y': 4.0784819, 'x': -73.6167025, 'street_count': 1}
Nodo: 5667765890, Data: {'y': 4.0793018, 'x': -73.6176431, 'street_count': 3}
Nodo: 5667765891, Data: {'y': 4.0780865, 'x': -73.6187575, 'street_count': 3}
Nodo: 5667765892, Data: {'y': 4.0799013, 'x': -73.6199505, 'street_count': 3}
Nodo: 5667765920, Data: {'y': 4.0840212, 'x': -73.6264852, 'street_count': 3}
Nodo: 5667766029, Data: {'y': 4.0824629, 'x': -73.6318892, 'street_count': 3}
Nodo: 5667766034, Data: {'y': 4.0850981, 'x': -73.6339948, 'street_count': 3}
Nodo: 5667793387, Data: {'y': 4.0739995, 'x': -73.6694507, 'street_count': 3}
Nodo: 5667793388, Data: {'y': 4.074778, 'x': -73.6694369, 'street_count': 3}
Nodo: 5667793389, Data: {'y': 4.0689241, 'x': -73.6681271, 'street_count': 4}
Nodo: 5667793390, Data: {'y': 4.0695049, 'x': -73.6652065, 'street_count': 4}
Nodo: 5667793391, Data: {'y': 4.06927, 'x': -73.6650129, 'street_count': 4}
Nodo: 5667793392, Data: {'y': 4.0669441, 'x': -73.6718852, 'street_count': 4}
Nodo: 5667793393, Data: {'y': 4.0676033, 'x': -73.6702268, 'street_count': 4}
Nodo: 5667793394, Data: {'y': 4.0679279, 'x': -73.6694027, 'street_count': 4}
Nodo: 5667793395, Data: {'y': 4.0686579, 'x': -73.6679189, 'street_count': 4}
Nodo: 5667793396, Data: {'y': 4.0685895, 'x': -73.6680062, 'street_count': 4}
Nodo: 5667793397, Data: {'y': 4.0680959, 'x': -73.6713791, 'street_count': 3}
Nodo: 5667793398, Data: {'y': 4.0672712, 'x': -73.6710622, 'street_count': 4}
Nodo: 5667793399, Data: {'y': 4.0742176, 'x': -73.6801692, 'street_count': 4}
Nodo: 5667793400, Data: {'y': 4.0742042, 'x': -73.6805312, 'street_count': 4}
Nodo: 5667793401, Data: {'y': 4.069495, 'x': -73.6674027, 'street_count': 4}
Nodo: 5667793402, Data: {'y': 4.069235, 'x': -73.6672045, 'street_count': 4}
Nodo: 5667793403, Data: {'y': 4.069178, 'x': -73.6683237, 'street_count': 4}
Nodo: 5667793404, Data: {'y': 4.0697716, 'x': -73.6676103, 'street_count': 4}
Nodo: 5667793405, Data: {'y': 4.0702899, 'x': -73.6699222, 'street_count': 3}
Nodo: 5667793406, Data: {'y': 4.0692754, 'x': -73.6710453, 'street_count': 3}
Nodo: 5667793407, Data: {'y': 4.0696313, 'x': -73.6710475, 'street_count': 4}
Nodo: 5667793408, Data: {'y': 4.0685949, 'x': -73.671065, 'street_count': 1}
Nodo: 5667793410, Data: {'y': 4.0689959, 'x': -73.6724727, 'street_count': 3}
Nodo: 5667793411, Data: {'y': 4.0710147, 'x': -73.669908, 'street_count': 3}
Nodo: 5667793412, Data: {'y': 4.0705821, 'x': -73.6707082, 'street_count': 3}
Nodo: 5667793413, Data: {'y': 4.0732629, 'x': -73.6706309, 'street_count': 3}
Nodo: 5667793417, Data: {'y': 4.0741847, 'x': -73.6808763, 'street_count': 4}
Nodo: 5667793418, Data: {'y': 4.0732154, 'x': -73.6804897, 'street_count': 1}
Nodo: 5667793419, Data: {'y': 4.0754283, 'x': -73.6809491, 'street_count': 3}
Nodo: 5667793420, Data: {'y': 4.073461, 'x': -73.6808393, 'street_count': 1}
Nodo: 5667801321, Data: {'y': 4.0765886, 'x': -73.680267, 'street_count': 4}
Nodo: 5667801322, Data: {'y': 4.0732291, 'x': -73.6801386, 'street_count': 1}
Nodo: 5667801323, Data: {'y': 4.0661191, 'x': -73.6715511, 'street_count': 4}
Nodo: 5667801325, Data: {'y': 4.068251, 'x': -73.6709583, 'street_count': 1}
Nodo: 5667801326, Data: {'y': 4.067462, 'x': -73.6730326, 'street_count': 3}
Nodo: 5667801327, Data: {'y': 4.0677998, 'x': -73.6684937, 'street_count': 3}
Nodo: 5667801328, Data: {'y': 4.0674382, 'x': -73.6682279, 'street_count': 4}
Nodo: 5667801329, Data: {'y': 4.0680647, 'x': -73.6687019, 'street_count': 4}
Nodo: 5667801337, Data: {'y': 4.0670987, 'x': -73.6690618, 'street_count': 4}
Nodo: 5667801339, Data: {'y': 4.0667633, 'x': -73.6699004, 'street_count': 4}
Nodo: 5667801340, Data: {'y': 4.0681279, 'x': -73.6704326, 'street_count': 1}
Nodo: 5667801341, Data: {'y': 4.0664301, 'x': -73.6707313, 'street_count': 4}
Nodo: 5667801342, Data: {'y': 4.0681888, 'x': -73.6714151, 'street_count': 1}
Nodo: 5667801343, Data: {'y': 4.0680933, 'x': -73.6690299, 'street_count': 1}
Nodo: 5667801344, Data: {'y': 4.0666369, 'x': -73.672657, 'street_count': 3}
Nodo: 5667801345, Data: {'y': 4.0685634, 'x': -73.6685985, 'street_count': 1}
Nodo: 5667801347, Data: {'y': 4.068841, 'x': -73.6693456, 'street_count': 3}
Nodo: 5667801348, Data: {'y': 4.0697214, 'x': -73.6687441, 'street_count': 3}
Nodo: 5667801349, Data: {'y': 4.0700876, 'x': -73.6682832, 'street_count': 1}
Nodo: 5667801350, Data: {'y': 4.0700128, 'x': -73.6673029, 'street_count': 1}
Nodo: 5667801351, Data: {'y': 4.0691043, 'x': -73.668419, 'street_count': 4}
Nodo: 5667801352, Data: {'y': 4.0699713, 'x': -73.6668143, 'street_count': 1}
Nodo: 5667801353, Data: {'y': 4.0688557, 'x': -73.6682157, 'street_count': 4}
Nodo: 5667801354, Data: {'y': 4.0695315, 'x': -73.6663436, 'street_count': 3}
Nodo: 5667801355, Data: {'y': 4.0689897, 'x': -73.6670116, 'street_count': 4}
Nodo: 5667801356, Data: {'y': 4.0691664, 'x': -73.6638989, 'street_count': 4}
Nodo: 5667801357, Data: {'y': 4.0689788, 'x': -73.6658953, 'street_count': 3}
Nodo: 5667801358, Data: {'y': 4.0698112, 'x': -73.6648671, 'street_count': 1}
Nodo: 5667801359, Data: {'y': 4.0687251, 'x': -73.665702, 'street_count': 3}
Nodo: 5667801361, Data: {'y': 4.0692213, 'x': -73.6660823, 'street_count': 3}
Nodo: 5667801363, Data: {'y': 4.068843, 'x': -73.6647074, 'street_count': 4}
Nodo: 5667801365, Data: {'y': 4.0685078, 'x': -73.6655456, 'street_count': 4}
Nodo: 5667801366, Data: {'y': 4.0697785, 'x': -73.6665412, 'street_count': 3}
Nodo: 5667801369, Data: {'y': 4.0681735, 'x': -73.6663814, 'street_count': 4}
Nodo: 5667801373, Data: {'y': 4.0694544, 'x': -73.6685384, 'street_count': 3}
Nodo: 5667801374, Data: {'y': 4.0693706, 'x': -73.6686326, 'street_count': 3}
Nodo: 5667801375, Data: {'y': 4.0711022, 'x': -73.6690207, 'street_count': 1}
Nodo: 5667801376, Data: {'y': 4.071754, 'x': -73.6690102, 'street_count': 3}
Nodo: 5667801377, Data: {'y': 4.0718474, 'x': -73.6704436, 'street_count': 3}
Nodo: 5667801378, Data: {'y': 4.0714336, 'x': -73.6711932, 'street_count': 3}
Nodo: 5667801379, Data: {'y': 4.071554, 'x': -73.6702726, 'street_count': 3}
Nodo: 5667801380, Data: {'y': 4.0711364, 'x': -73.6710213, 'street_count': 3}
Nodo: 5667801381, Data: {'y': 4.071746, 'x': -73.6703796, 'street_count': 3}
Nodo: 5667801383, Data: {'y': 4.0712533, 'x': -73.6701082, 'street_count': 3}
Nodo: 5667801384, Data: {'y': 4.0713707, 'x': -73.669901, 'street_count': 3}
Nodo: 5667801385, Data: {'y': 4.0708321, 'x': -73.6708529, 'street_count': 3}
Nodo: 5667801386, Data: {'y': 4.0717522, 'x': -73.6698992, 'street_count': 4}
Nodo: 5667801389, Data: {'y': 4.0726828, 'x': -73.6694693, 'street_count': 4}
Nodo: 5667801393, Data: {'y': 4.069999, 'x': -73.6703765, 'street_count': 3}
Nodo: 5667801397, Data: {'y': 4.0716916, 'x': -73.6713472, 'street_count': 3}
Nodo: 5667807807, Data: {'y': 4.0594977, 'x': -73.7000302, 'street_count': 3}
Nodo: 5667807808, Data: {'y': 4.0546476, 'x': -73.7012444, 'street_count': 1}
Nodo: 5667807809, Data: {'y': 4.0597845, 'x': -73.7100751, 'street_count': 1}
Nodo: 5667807810, Data: {'y': 4.0611988, 'x': -73.7147209, 'street_count': 3}
Nodo: 5667807811, Data: {'y': 4.0609986, 'x': -73.7033836, 'street_count': 3}
Nodo: 5667807812, Data: {'y': 4.0554034, 'x': -73.7044403, 'street_count': 1}
Nodo: 5667807813, Data: {'y': 4.054986, 'x': -73.7037242, 'street_count': 1}
Nodo: 5667807814, Data: {'y': 4.0605373, 'x': -73.7023395, 'street_count': 3}
Nodo: 5667807815, Data: {'y': 4.0574074, 'x': -73.6954213, 'street_count': 3}
Nodo: 5667807922, Data: {'y': 4.0635952, 'x': -73.7124503, 'street_count': 3}
Nodo: 5667807923, Data: {'y': 4.0534989, 'x': -73.7062765, 'street_count': 3}
Nodo: 5667807926, Data: {'y': 4.0588454, 'x': -73.7074196, 'street_count': 1}
Nodo: 5667807929, Data: {'y': 4.0482156, 'x': -73.7108978, 'street_count': 3}
Nodo: 5667807931, Data: {'y': 4.0570582, 'x': -73.7184071, 'street_count': 3}
Nodo: 5667807933, Data: {'y': 4.057305, 'x': -73.7178049, 'street_count': 3}
Nodo: 5667807943, Data: {'y': 4.0530382, 'x': -73.7029839, 'street_count': 1}
Nodo: 5678556925, Data: {'y': 4.0804265, 'x': -73.6966608, 'street_count': 4}
Nodo: 5678556926, Data: {'y': 4.0809419, 'x': -73.6966082, 'street_count': 3}
Nodo: 5678556927, Data: {'y': 4.0811451, 'x': -73.6974509, 'street_count': 4}
Nodo: 5678556932, Data: {'y': 4.0820792, 'x': -73.6994991, 'street_count': 3}
Nodo: 5678556948, Data: {'y': 4.0830131, 'x': -73.6983434, 'street_count': 3}
Nodo: 5678556953, Data: {'y': 4.083063, 'x': -73.697248, 'street_count': 3}
Nodo: 5678556954, Data: {'y': 4.0831687, 'x': -73.6968096, 'street_count': 3}
Nodo: 5678556957, Data: {'y': 4.08338, 'x': -73.6962993, 'street_count': 3}
Nodo: 5678556959, Data: {'y': 4.0840057, 'x': -73.6949855, 'street_count': 1}
Nodo: 5678732988, Data: {'y': 4.1389917, 'x': -73.6416677, 'street_count': 3}
Nodo: 5678732989, Data: {'y': 4.1351406, 'x': -73.6430774, 'street_count': 1}
Nodo: 5709596236, Data: {'y': 4.1142741, 'x': -73.5986245, 'street_count': 4}
Nodo: 5709596238, Data: {'y': 4.1143578, 'x': -73.595972, 'street_count': 3}
Nodo: 5709596240, Data: {'y': 4.1138541, 'x': -73.5985346, 'street_count': 3}
Nodo: 5709596241, Data: {'y': 4.1141544, 'x': -73.5969859, 'street_count': 3}
Nodo: 5709596242, Data: {'y': 4.1150136, 'x': -73.5971071, 'street_count': 4}
Nodo: 5709596246, Data: {'y': 4.1147784, 'x': -73.5948345, 'street_count': 1}
Nodo: 5709596247, Data: {'y': 4.1197523, 'x': -73.5958292, 'street_count': 3}
Nodo: 5709596248, Data: {'y': 4.1196284, 'x': -73.5950217, 'street_count': 4}
Nodo: 5709596249, Data: {'y': 4.1206145, 'x': -73.5952417, 'street_count': 1}
Nodo: 5709596250, Data: {'y': 4.1196878, 'x': -73.595378, 'street_count': 3}
Nodo: 5709596251, Data: {'y': 4.1207007, 'x': -73.5949054, 'street_count': 1}
Nodo: 5709596253, Data: {'y': 4.1205855, 'x': -73.5949158, 'street_count': 3}
Nodo: 5709596254, Data: {'y': 4.120511, 'x': -73.5942865, 'street_count': 1}
Nodo: 5791440701, Data: {'y': 4.1410654, 'x': -73.6407134, 'street_count': 1}
Nodo: 5791440705, Data: {'y': 4.14026, 'x': -73.6440269, 'street_count': 1}
Nodo: 5791440707, Data: {'y': 4.1415065, 'x': -73.6402221, 'street_count': 1}
Nodo: 5791440711, Data: {'y': 4.1325582, 'x': -73.6398342, 'street_count': 3}
Nodo: 5800174750, Data: {'y': 4.1400392, 'x': -73.6240049, 'street_count': 3}
Nodo: 5800174751, Data: {'y': 4.1404514, 'x': -73.6242155, 'street_count': 3}
Nodo: 5800174752, Data: {'y': 4.1400894, 'x': -73.6242834, 'street_count': 3}
Nodo: 5800175253, Data: {'y': 4.1391526, 'x': -73.6247746, 'street_count': 3}
Nodo: 5800175254, Data: {'y': 4.1383503, 'x': -73.6249671, 'street_count': 3}
Nodo: 5838385931, Data: {'y': 4.0755192, 'x': -73.6756547, 'street_count': 4}
Nodo: 5838388031, Data: {'y': 4.0881983, 'x': -73.6141611, 'street_count': 1}
Nodo: 5839053173, Data: {'y': 4.0807282, 'x': -73.6097324, 'street_count': 3}
Nodo: 5935712148, Data: {'y': 4.139062, 'x': -73.6214448, 'street_count': 4}
Nodo: 5952380944, Data: {'y': 4.1312429, 'x': -73.5982742, 'street_count': 1}
Nodo: 5952380947, Data: {'y': 4.1252832, 'x': -73.6099807, 'street_count': 4}
Nodo: 5952380949, Data: {'y': 4.1268238, 'x': -73.6082593, 'street_count': 3}
Nodo: 5952380955, Data: {'y': 4.1306294, 'x': -73.605803, 'street_count': 3}
Nodo: 5952380956, Data: {'y': 4.131886, 'x': -73.6053713, 'street_count': 4}
Nodo: 5952380957, Data: {'y': 4.1319898, 'x': -73.6053307, 'street_count': 4}
Nodo: 5952380958, Data: {'y': 4.1327751, 'x': -73.6050616, 'street_count': 3}
Nodo: 5952380959, Data: {'y': 4.1338251, 'x': -73.6046978, 'street_count': 3}
Nodo: 5952380960, Data: {'y': 4.1365868, 'x': -73.6037627, 'street_count': 3}
Nodo: 5952380961, Data: {'y': 4.1386496, 'x': -73.6030301, 'street_count': 4}
Nodo: 5952380964, Data: {'y': 4.1407013, 'x': -73.6021687, 'street_count': 3}
Nodo: 5952380967, Data: {'y': 4.1390617, 'x': -73.62155, 'street_count': 3}
Nodo: 5952380968, Data: {'y': 4.1390012, 'x': -73.6214529, 'street_count': 4}
Nodo: 5959307032, Data: {'y': 4.1311212, 'x': -73.6241786, 'street_count': 3}
Nodo: 5959307050, Data: {'y': 4.1338068, 'x': -73.6262264, 'street_count': 3}
Nodo: 5959572464, Data: {'y': 4.1381279, 'x': -73.6354457, 'street_count': 3}
Nodo: 5959572483, Data: {'y': 4.1380886, 'x': -73.6357304, 'street_count': 3}
Nodo: 5959572610, Data: {'y': 4.136718, 'x': -73.6358146, 'street_count': 3}
Nodo: 5959572616, Data: {'y': 4.1381169, 'x': -73.6364808, 'street_count': 4}
Nodo: 5959636311, Data: {'y': 4.1313921, 'x': -73.6376132, 'street_count': 3}
Nodo: 5959636314, Data: {'y': 4.1318965, 'x': -73.6376207, 'street_count': 3}
Nodo: 5959636315, Data: {'y': 4.1322199, 'x': -73.637499, 'street_count': 3}
Nodo: 5959636318, Data: {'y': 4.1349172, 'x': -73.6345122, 'street_count': 3}
Nodo: 5959636322, Data: {'y': 4.1357177, 'x': -73.6348003, 'street_count': 3}
Nodo: 5959636323, Data: {'y': 4.1343638, 'x': -73.6351493, 'street_count': 3}
Nodo: 5959636324, Data: {'y': 4.1344707, 'x': -73.6355624, 'street_count': 3}
Nodo: 5959636325, Data: {'y': 4.1364968, 'x': -73.635871, 'street_count': 3}
Nodo: 5959636327, Data: {'y': 4.1365377, 'x': -73.6357704, 'street_count': 4}
Nodo: 5959636328, Data: {'y': 4.1336353, 'x': -73.635836, 'street_count': 3}
Nodo: 5959881674, Data: {'y': 4.1307076, 'x': -73.6056452, 'street_count': 3}
Nodo: 5960110633, Data: {'y': 4.1459878, 'x': -73.5896967, 'street_count': 4}
Nodo: 5960110634, Data: {'y': 4.1901511, 'x': -73.5835, 'street_count': 4}
Nodo: 5960110636, Data: {'y': 4.1220124, 'x': -73.5636511, 'street_count': 4}
Nodo: 5960110638, Data: {'y': 4.1269534, 'x': -73.5475611, 'street_count': 4}
Nodo: 5960110639, Data: {'y': 4.104501, 'x': -73.6235328, 'street_count': 4}
Nodo: 5960110640, Data: {'y': 4.1260245, 'x': -73.5473082, 'street_count': 4}
Nodo: 5960110641, Data: {'y': 4.1145769, 'x': -73.5970548, 'street_count': 4}
Nodo: 5960110642, Data: {'y': 4.1203045, 'x': -73.5952849, 'street_count': 4}
Nodo: 5960110643, Data: {'y': 4.1504192, 'x': -73.5930904, 'street_count': 4}
Nodo: 5960110644, Data: {'y': 4.1507648, 'x': -73.5931624, 'street_count': 4}
Nodo: 5960110645, Data: {'y': 4.1231041, 'x': -73.5400158, 'street_count': 4}
Nodo: 5960110646, Data: {'y': 4.1316491, 'x': -73.5917727, 'street_count': 4}
Nodo: 5960110647, Data: {'y': 4.1320747, 'x': -73.5917728, 'street_count': 4}
Nodo: 5960110648, Data: {'y': 4.1284023, 'x': -73.5454912, 'street_count': 4}
Nodo: 5960110649, Data: {'y': 4.1282324, 'x': -73.5452029, 'street_count': 4}
Nodo: 5960110650, Data: {'y': 4.1465911, 'x': -73.5914388, 'street_count': 4}
Nodo: 5960110651, Data: {'y': 4.1148564, 'x': -73.5833107, 'street_count': 4}
Nodo: 5960110653, Data: {'y': 4.1068541, 'x': -73.647254, 'street_count': 3}
Nodo: 5960110654, Data: {'y': 4.1076282, 'x': -73.6492401, 'street_count': 3}
Nodo: 5960110657, Data: {'y': 4.1074585, 'x': -73.6483606, 'street_count': 3}
Nodo: 5960110658, Data: {'y': 4.1070709, 'x': -73.6484813, 'street_count': 4}
Nodo: 5976865636, Data: {'y': 4.0774189, 'x': -73.4778448, 'street_count': 3}
Nodo: 5976865640, Data: {'y': 4.0638819, 'x': -73.4785609, 'street_count': 3}
Nodo: 5976865644, Data: {'y': 4.0723111, 'x': -73.4748203, 'street_count': 3}
Nodo: 5976865650, Data: {'y': 4.0770933, 'x': -73.4772035, 'street_count': 3}
Nodo: 5976865651, Data: {'y': 4.077711, 'x': -73.477051, 'street_count': 3}
Nodo: 5976865655, Data: {'y': 4.093347, 'x': -73.4719769, 'street_count': 3}
Nodo: 5999184417, Data: {'y': 4.1130369, 'x': -73.6417104, 'street_count': 4}
Nodo: 5999184424, Data: {'y': 4.1147836, 'x': -73.6434029, 'highway': 'motorway_junction', 'street_count': 1}
Nodo: 5999184434, Data: {'y': 4.1062196, 'x': -73.6325759, 'street_count': 3}
Nodo: 5999198015, Data: {'y': 4.11094, 'x': -73.6332718, 'street_count': 4}
Nodo: 6025675717, Data: {'y': 4.187823, 'x': -73.5839763, 'street_count': 3}
Nodo: 6065531040, Data: {'y': 4.1104491, 'x': -73.6305528, 'street_count': 4}
Nodo: 6065531185, Data: {'y': 4.1055311, 'x': -73.651611, 'street_count': 4}
Nodo: 6065531186, Data: {'y': 4.1122998, 'x': -73.625763, 'street_count': 3}
Nodo: 6065531191, Data: {'y': 4.1100418, 'x': -73.6308646, 'street_count': 3}
Nodo: 6065531192, Data: {'y': 4.109888, 'x': -73.6308257, 'street_count': 3}
Nodo: 6065531195, Data: {'y': 4.1087185, 'x': -73.6296786, 'street_count': 4}
Nodo: 6065531196, Data: {'y': 4.1083577, 'x': -73.6299889, 'highway': 'turning_circle', 'street_count': 1}
Nodo: 6065531197, Data: {'y': 4.1083055, 'x': -73.630241, 'street_count': 3}
Nodo: 6065531198, Data: {'y': 4.1086092, 'x': -73.6289348, 'highway': 'turning_circle', 'street_count': 1}
Nodo: 6065531199, Data: {'y': 4.108518, 'x': -73.6293497, 'street_count': 3}
Nodo: 6065531200, Data: {'y': 4.1083911, 'x': -73.6293224, 'highway': 'turning_circle', 'street_count': 1}
Nodo: 6065531201, Data: {'y': 4.1087756, 'x': -73.6294046, 'street_count': 3}
Nodo: 6065531202, Data: {'y': 4.1083189, 'x': -73.6295946, 'highway': 'turning_circle', 'street_count': 1}
Nodo: 6065531203, Data: {'y': 4.1090626, 'x': -73.629751, 'street_count': 3}
Nodo: 6065531204, Data: {'y': 4.1088593, 'x': -73.6289911, 'highway': 'turning_circle', 'street_count': 1}
Nodo: 6065531205, Data: {'y': 4.1085932, 'x': -73.6303027, 'street_count': 3}
Nodo: 6065531206, Data: {'y': 4.1081945, 'x': -73.6302155, 'highway': 'turning_circle', 'street_count': 1}
Nodo: 6065531208, Data: {'y': 4.1099696, 'x': -73.6304462, 'street_count': 3}
Nodo: 6065531209, Data: {'y': 4.1101354, 'x': -73.6304837, 'street_count': 3}
Nodo: 6065531214, Data: {'y': 4.1097763, 'x': -73.6296825, 'street_count': 4}
Nodo: 6065531215, Data: {'y': 4.1105962, 'x': -73.6298701, 'street_count': 4}
Nodo: 6065531216, Data: {'y': 4.1109192, 'x': -73.6299506, 'street_count': 4}
Nodo: 6065531217, Data: {'y': 4.1094545, 'x': -73.6296134, 'street_count': 3}
Nodo: 6065531218, Data: {'y': 4.1095349, 'x': -73.6292882, 'highway': 'turning_circle', 'street_count': 1}
Nodo: 6065531221, Data: {'y': 4.109615, 'x': -73.6303684, 'street_count': 4}
Nodo: 6065531222, Data: {'y': 4.1097007, 'x': -73.6300184, 'street_count': 4}
Nodo: 6065531224, Data: {'y': 4.1093703, 'x': -73.6299493, 'street_count': 4}
Nodo: 6065531225, Data: {'y': 4.109286, 'x': -73.63029, 'street_count': 3}
Nodo: 6065531226, Data: {'y': 4.1107655, 'x': -73.6306313, 'street_count': 3}
Nodo: 6065531230, Data: {'y': 4.1098424, 'x': -73.6293847, 'highway': 'turning_circle', 'street_count': 1}
Nodo: 6065531237, Data: {'y': 4.1106511, 'x': -73.6295779, 'highway': 'turning_circle', 'street_count': 1}
Nodo: 6065531238, Data: {'y': 4.1105247, 'x': -73.6301927, 'street_count': 4}
Nodo: 6065531240, Data: {'y': 4.1104324, 'x': -73.632022, 'street_count': 3}
Nodo: 6065531241, Data: {'y': 4.1106785, 'x': -73.6310148, 'street_count': 3}
Nodo: 6065531242, Data: {'y': 4.1109795, 'x': -73.6296738, 'highway': 'turning_circle', 'street_count': 1}
Nodo: 6065531243, Data: {'y': 4.1108537, 'x': -73.6302544, 'street_count': 4}
Nodo: 6065531245, Data: {'y': 4.1090332, 'x': -73.6298749, 'street_count': 3}
Nodo: 6065531246, Data: {'y': 4.1056503, 'x': -73.6442784, 'street_count': 1}
Nodo: 6065531247, Data: {'y': 4.1053584, 'x': -73.6443032, 'street_count': 3}
Nodo: 6065531250, Data: {'y': 4.1082816, 'x': -73.650027, 'street_count': 3}
Nodo: 6065531251, Data: {'y': 4.1083465, 'x': -73.650411, 'street_count': 3}
